Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6xAu3QW0qtNmMRRwTLOtvi,"Wanted","Wanted","Primate",2024-08-23,184827,39,false,,1970-01-01T00:00:00Z,"drum and bass,bassline","Primate Music",0.455,0.938,7,-0.832,0,0.075,0.00652,0.00000211,0.127,0.242,174.31,4
spotify:track:6X5sXeRwqbqPsZ8FFFae0F,"F.I.C.O.","Let God Sort Em Out","Clipse;Stove God Cooks;Pusha T;Malice",2025-07-11,201746,64,true,,1970-01-01T00:00:00Z,"southern hip hop","Roc Nation Distribution",0.61,0.83,2,-3.065,1,0.317,0.00896,0,0.0518,0.608,79.182,4
spotify:track:1weRkqokOFNYbLSicGfG8I,"Clouds of Smoke","Clouds of Smoke","ETHER",2025-06-04,192000,26,false,,1970-01-01T00:00:00Z,"","True Form",0.549,0.94,1,-3.763,0,0.33,0.0315,0.00264,0.672,0.488,145.143,4
spotify:track:4zWAI3re2nG4MxYbnu6g43,"Frick Park Market","Blue Slide Park","Mac Miller",2011-11-08,197559,44,true,,1970-01-01T00:00:00Z,"","Rostrum Records",0.592,0.808,6,-5.643,1,0.0598,0.0225,0,0.293,0.227,156.125,4
spotify:track:1whhLeg6WV3LiQne0adJW4,"Satellite - SOTA Remix","Satellite (SOTA Remix)","Dimension;Alison Wonderland;SOTA",2024-07-25,177931,38,false,,1970-01-01T00:00:00Z,"drum and bass,liquid funk,edm trap,future bass,edm,bassline","Dimension",0.594,0.804,7,-3.812,0,0.11,0.0226,0.000172,0.0919,0.157,173.98,4
spotify:track:4jl12DMF8Yf9tuD5bcWP4r,"Get Lost","Aurora","Super Future",2025-05-30,222000,21,false,,1970-01-01T00:00:00Z,"bass music","Odyzey Music",0.621,0.611,9,-6.269,1,0.055,0.459,0.002,0.109,0.0557,79.975,4
spotify:track:60J5MfZgaDUQYhwJMdWjFI,"Bout Me","Bout Me","Super Future;Wreckno",2019-11-15,231529,33,false,,1970-01-01T00:00:00Z,"bass music","1414405 Records DK2",0.43,0.563,1,-8.425,0,0.313,0.0333,0.0000042,0.119,0.188,77.312,4
spotify:track:602d2gJewoiF1FivuOMMwE,"Disconnect","Disconnect","Becky Hill;Chase & Status",2023-07-14,164914,62,true,,1970-01-01T00:00:00Z,"drum and bass,jungle","Polydor Records",0.521,0.963,0,-0.686,1,0.0867,0.00472,0.000111,0.112,0.404,174.992,4
spotify:track:0WTtGE4UaKUDpAE4aouoa8,"You're Not Alone","You're Not Alone","andhim",2024-02-29,214204,30,false,,1970-01-01T00:00:00Z,"deep house","Higher Ground",0.65,0.896,7,-6.654,0,0.0365,0.0032,0.602,0.247,0.115,123,3
spotify:track:3KKJeceQp03hFKTxZ5JkCr,"Eyes On Me","Eyes On Me","Rova",2024-02-28,223636,52,false,,1970-01-01T00:00:00Z,"drum and bass","ROVA",0.754,0.965,1,-0.973,1,0.0984,0.0226,0.0784,0.331,0.82,87.99,4
spotify:track:4CUwiZG9BQaVh7xsKs95wc,"Brain Tickler","Brain Tickler","AHEE",2023-12-06,144134,53,false,,1970-01-01T00:00:00Z,"dubstep,bass music,riddim","Jadu Dala",0.834,0.849,9,-3.658,1,0.0655,0.014,0.0000821,0.469,0.34,149.941,4
spotify:track:2LIygs54xLMIOlpaLg8hFE,"Yeke Yeke","Yeke Yeke","PEEKABOO",2025-09-19,256285,41,false,,1970-01-01T00:00:00Z,"dubstep,bass music,riddim","Major Recordings/Warner Records",0.729,0.935,8,-1.209,1,0.103,0.0523,0,0.0664,0.559,139.94,4
spotify:track:1ZIglHDIFjtMiFV2VItzPg,"Bassline","Bassline","Super Future;Wreckno",2023-08-18,254117,34,false,,1970-01-01T00:00:00Z,"bass music","HypnoVizion Records Inc.",0.506,0.796,1,-3.417,1,0.301,0.173,0.0773,0.111,0.28,84.699,4
spotify:track:5N6M8yDiMV32T6Rkzh8EbW,"Boom, Boom, Boom, Boom!!","The Party Album!","Vengaboys",1999-06-04,202583,77,false,,1970-01-01T00:00:00Z,"eurodance,europop","Universal Music, a division of Universal International Music BV",0.801,0.948,11,-4.623,0,0.0386,0.0117,0.457,0.025,0.968,138.489,4
spotify:track:65SsbtgsqPYv1p4Rq93fC9,"Chant","Chant","1991",2023-08-10,224775,49,false,,1970-01-01T00:00:00Z,"drum and bass,liquid funk","UKF",0.507,0.976,0,0.774,1,0.0644,0.0215,0.23,0.154,0.209,174.046,4
spotify:track:4XZC1labZABgXtbAag1eWo,"Flip It","Escapism Vol. 1","Levity;Dem Jointz",2024-09-25,135000,57,false,,1970-01-01T00:00:00Z,"dubstep","Deadbeats",0.772,0.681,1,-6.7,1,0.0597,0.143,0.00237,0.106,0.761,160.039,4
spotify:track:63OQupATfueTdZMWTxW03A,"Karma Police","OK Computer","Radiohead",1997-05-28,264066,82,false,,1970-01-01T00:00:00Z,"art rock,alternative rock","XL Recordings",0.36,0.501,7,-9.129,1,0.0258,0.0638,0.0000932,0.172,0.324,74.807,4
spotify:track:7ehvyx8K9ZRbOofjeUyIic,"Thinkin Bout You","Thinkin Bout You","Frank Ocean",2012-01-01,201106,50,false,,1970-01-01T00:00:00Z,"","Red Zone Entertainment / IDJ",0.726,0.329,0,-11.181,1,0.0408,0.331,0.00349,0.134,0.216,129.844,4
spotify:track:0IX0Pj2FKvvWrZUz26J3ZB,"Punching Holes","Punching Holes","Delta Heavy",2024-03-08,193103,41,false,,1970-01-01T00:00:00Z,"drum and bass,dubstep,drumstep,liquid funk","Delta Heavy",0.628,0.867,7,-0.24,0,0.0445,0.0326,0.00217,0.09,0.415,173.946,4
spotify:track:4uB28m7RAflobYpnLMb6A2,"Linoleum","Punk In Drublic","NOFX",1994-07-19,130266,58,false,,1970-01-01T00:00:00Z,"punk,skate punk,ska punk,ska,melodic hardcore,hardcore punk","Epitaph",0.414,0.933,4,-8.699,1,0.0875,0.0000332,0.000559,0.0702,0.436,98.375,4
spotify:track:2kweKRcwSQUzn9YZv7onfJ,"You'll Be Mine","You'll Be Mine","Marco Lys",2019-09-20,233196,13,false,,1970-01-01T00:00:00Z,"tech house,house","Armada Subjekt",0.614,0.954,7,-5.066,1,0.0448,0.000938,0.599,0.149,0.792,123.988,4
spotify:track:4fuRN2DclIn0H2Zz3paFzh,"Gates","Gates","Just A Gent;Slowboy",2025-08-04,156098,29,false,,1970-01-01T00:00:00Z,"future bass,phonk,brazilian phonk,rally house","Monstercat",0.521,0.91,8,-2.269,0,0.186,0.207,0.555,0.0855,0.465,140.067,4
spotify:track:6ivEQ2t5SyuPxwTT45Mtxn,"Bruise","Nothing To Lose","Know Good",2024-11-25,112436,49,true,,1970-01-01T00:00:00Z,"","KNOW GOOD LLC",0.914,0.504,9,-9.344,0,0.133,0.0139,0.0024,0.135,0.179,118.999,4
spotify:track:37iVjhBGNBnxVSuF67TX0H,"Cyanide","MINDFULL","NGHTMRE;Viperactive;JT Roach",2025-08-29,186000,50,false,,1970-01-01T00:00:00Z,"dubstep,edm,edm trap,future bass,riddim,bass music,deathstep,melodic bass","BMG Rights Management (US) LLC",0.584,0.898,2,-4.772,1,0.044,0.000495,0.497,0.163,0.14,140,4
spotify:track:6vh3knkD2m9behBKvuKePP,"Inglorious Bastards","Let God Sort Em Out","Clipse;Ab Liva;Pusha T;Malice",2025-07-11,153466,60,true,,1970-01-01T00:00:00Z,"southern hip hop","Roc Nation Distribution",0.74,0.777,1,-4.039,0,0.317,0.0333,0,0.0716,0.622,99.845,4
spotify:track:4brgXtayKW8ygJnOQv6ESP,"360","Brat and it’s completely different but also still brat","Charli xcx",2024-10-11,133805,46,true,,1970-01-01T00:00:00Z,"hyperpop,art pop","Atlantic Records",0.857,0.62,0,-8.13,1,0.0472,0.646,0.244,0.0934,0.796,120.042,4
spotify:track:7v11L9CN3sL9BDdiNrmpRe,"Lose Control (feat. ILIRA)","Lose Control (feat. ILIRA)","Wilkinson;Camo & Krooked;Mefjus;ILIRA",2025-05-12,248142,5,false,,1970-01-01T00:00:00Z,"drum and bass,liquid funk,drumstep,dubstep","Sleepless Music",0.426,0.888,2,0.822,0,0.0399,0.00257,0.0000812,0.179,0.0954,173.986,4
spotify:track:78nx0HDJIFD5xDq2L5420Z,"Blessings","Blessings","Calvin Harris;Clementine Douglas",2025-05-09,219650,84,false,,1970-01-01T00:00:00Z,"edm","Columbia",0.721,0.875,11,-4.125,0,0.0557,0.0022,0.0285,0.0888,0.642,129.913,4
spotify:track:2bSiBDGQsHG2wUeF0y4Vme,"Polite - AC Slater Remix","Pearl (Remixes)","Anna Lunoe;AC Slater;Shanique Marie",2025-06-20,186303,16,false,,1970-01-01T00:00:00Z,"nu disco,bass house,bassline,g-house,uk garage,reggae,ragga","NLV Records",0.876,0.944,7,-4.359,1,0.158,0.0218,0.0263,0.291,0.644,134.015,4
spotify:track:2YDvxAG8N8G30b77cKlgM8,"Fuego","Fuego","Dogger;Mindstate",2025-04-18,201000,39,false,,1970-01-01T00:00:00Z,"liquid funk,drum and bass,jungle","DnB Allstars",0.742,0.942,11,-3.036,0,0.049,0.000935,0.437,0.114,0.477,86.999,4
spotify:track:46WqNBxyjLaxbHMM4BKTA2,"PUT IT DOWN - Jkyl & Hyde Remix","PUT IT DOWN (Jkyl & Hyde Remix)","Angrybaby;Jkyl & Hyde",2025-05-16,194782,57,false,,1970-01-01T00:00:00Z,"stutter house,riddim,deathstep,dubstep,bass music","TH3RD BRAIN",0.738,0.913,6,-3.3,0,0.1,0.183,0.00878,0.155,0.496,138.006,4
spotify:track:2AJzSl2iYq7Thk2P535MwI,"Diet Coke","Diet Coke","Fallon",2025-10-10,155624,63,false,,1970-01-01T00:00:00Z,"tech house,latin house,stutter house","Experts Only",0.826,0.628,9,-6.479,1,0.0483,0.0905,0.0633,0.123,0.609,128.003,4
spotify:track:6cNxZMmp08PYnzoHd4f3ly,"On My Knees - Adriatique Remix","Surrender (Remixes)","RÜFÜS DU SOL;Adriatique",2022-08-12,452000,49,false,,1970-01-01T00:00:00Z,"melodic techno,melodic house,afro house,techno","Rose Avenue/Reprise",0.65,0.624,1,-8.828,1,0.0292,0.0117,0.319,0.11,0.309,119.992,4
spotify:track:2x2IOYqWknW8JWr32cg6JX,"Let God Sort Em Out/Chandeliers","Let God Sort Em Out","Clipse;Nas;Pusha T;Malice",2025-07-11,152986,59,true,,1970-01-01T00:00:00Z,"southern hip hop,old school hip hop,east coast hip hop,hip hop","Roc Nation Distribution",0.468,0.905,2,-4.727,1,0.345,0.0132,0,0.0416,0.513,88.575,4
spotify:track:764ZCVAqzjPdwY98It4072,"Dominate","Dominate","CHYL",2025-10-10,152275,41,false,,1970-01-01T00:00:00Z,"bass house","Ultra Records, LLC",0.679,0.94,2,-4.842,1,0.274,0.131,0.0824,0.11,0.198,144.872,4
spotify:track:54V3msmo9UTDY8iJY7pnwz,"Everything is romantic","Brat and it’s completely different but also still brat","Charli xcx",2024-10-11,203482,45,false,,1970-01-01T00:00:00Z,"hyperpop,art pop","Atlantic Records",0.485,0.638,2,-6.962,0,0.139,0.309,0.0000413,0.137,0.421,149.99,4
spotify:track:4cmI4CAPjtMr6B3ozcAA7N,"No Compromise - Lukher Remix","No Compromise (Lukher Remix)","Tom Finster;Lukher",2024-07-23,278454,25,false,,1970-01-01T00:00:00Z,"drum and bass,drumstep","Pilot.",0.395,0.949,9,-1.05,0,0.114,0.0356,0.932,0.389,0.0691,126.028,4
