Direction,Date,Message
Received,"2025-05-27 20:50:08","Laughed at “lol no they have an overzealous weighted filter that stops anything that might be a problem from even processing their system. 

and really the only thing that they are truly concerned about is CSAM so i think my good little jihadi is on his way to become a martyr after all. inshallah”"
Sent,"2025-05-27 20:55:55","for real i would highly recommend going through this before july"
Sent,"2025-05-27 20:56:00",https://ai-2027.com/
Received,"2025-05-27 21:22:41","Emphasized “https://ai-2027.com/”"
Sent,"2025-05-28 20:42:52","omg "
Sent,"2025-05-28 20:42:58","look at this"
Sent,"2025-05-28 20:44:20","1 min i gotta upload it . too big to send"
Sent,"2025-05-28 20:45:21",https://streamable.com/upw0rd
Sent,"2025-05-28 20:45:22","give it a minute to process"
Sent,"2025-05-28 20:49:52","haha okay it’s ready. you’ll quite enjoy it"
Received,"2025-05-28 20:53:21","Holy shit!"
Received,"2025-05-29 10:34:50","￼Make it to the end. 
Theres a misfits sample "
Received,"2025-05-29 10:39:37","￼Old demo. A genesis of Jimi Pop"
Received,"2025-05-29 11:03:20","￼When Danielle heard this, she immediately got on a topic you. 
Nobody i know was a fan. I made slack help me demo this. Its beautiful and imperfect "
Received,"2025-05-29 11:07:17","Bare in mind… 1 vocal take"
Received,"2025-05-29 11:08:40","Edited to “Bare in mind… 2 vocal takes are spliced. I didnt have much time and slack didn’t wanna do it in the first place ”"
Sent,"2025-06-01 16:39:07","￼"
Received,"2025-06-02 17:25:34","Hey you home?"
Received,"2025-06-28 14:29:43",https://youtu.be/2DOFYQlkFzE
Received,"2025-06-28 14:29:44","Obsessed "
Sent,"2025-06-28 14:31:17","YEHHHH my boy"
Sent,"2025-06-28 14:31:19","good find"
Received,"2025-06-28 14:45:07","What are you up to today?"
Sent,"2025-06-28 15:06:17","i’ll be at the house - gotta help suz for a while and then working on music"
Sent,"2025-06-28 15:07:39","i started playing around in Ableton live because i can’t get logic working on my machine"
Sent,"2025-06-28 15:09:14","stop by if you’re bored - not sure if i’m gonna be able to get together enough to get the party favors but it’s still early."
Sent,"2025-06-28 15:10:14",https://open.spotify.com/playlist/3Taqo8uDHKmX3x1aZ7T6bg?si=83f30177c84744de
Sent,"2025-06-28 15:10:34","that’s all the summer 2025 DnB stuff i’ve gathered so far"
Received,"2025-06-28 15:59:49","Questioned “stop by if you’re bored - not sure if i’m gonna be able to get together enough to get the party favors but it’s still early.”"
Sent,"2025-06-28 16:02:21","￼"
Received,"2025-06-28 16:02:39","Oh i get it. Lol "
Received,"2025-06-28 16:32:53","Danielles gonna be in pitt tonight if you wasna bring your tunes over and chill"
Received,"2025-06-28 16:34:03","￼My facegot hit with yellowjackets earlier "
Received,"2025-06-28 16:37:33","￼"
Received,"2025-06-28 16:51:10","￼Shit sorry something im trying to do with Jerry live. Ive been with their allies band. Kids have been playing with them too. I really wanted to do this "
Received,"2025-06-30 19:40:47",https://youtube.com/shorts/MALPe1k6umo?si=ibrRoOFRSpPq793E
Received,"2025-07-02 00:44:18",https://youtu.be/e3fiF-uLhdk
Received,"2025-07-04 11:50:35","Happy 4th… are you at allfree today? I desperately need to talk to you"
Sent,"2025-07-04 12:06:05","yo what’s up"
Received,"2025-07-04 12:08:07","I took the kids to dees folks but I really wanted to talk to you because I’m finishing up some things and I need somebody to talk to cause I have nobody to bounce creative ideas and to possibly work with and I have future ideas that are very fruitful as well. 
I don’t know but out of all the people that I met. I think that youre jaded enough to totally get behind everything that I’m doing. "
Received,"2025-07-04 12:45:59",https://open.spotify.com/track/173GdOjbjznHLmgcIVJ5Wr?si=_8R5ZXvFT-CWcJSCtGYmcQ
Received,"2025-07-04 12:46:05","Give this a listen "
Received,"2025-07-04 12:50:59",https://open.spotify.com/track/18Fv6oF07EZsE8bULHwYDU?si=TFrAyrxLTI2vHTAjtDxpBg
Received,"2025-07-04 12:51:14",https://open.spotify.com/track/1fuyhuQfg6E1kTVRLppIo1?si=1t3pNECDTNSoJZ-0q_1z8w
Received,"2025-07-04 12:52:03",https://open.spotify.com/track/6LViRIR8oaHkW5Jg8ajIHj?si=HQJBe4odRHWcOYQfNKZ_Ww
Received,"2025-07-04 12:52:03","AMAZING NIRVANA SAMPLE… 

This is the future of rock n roll"
Sent,"2025-07-09 16:24:42",https://open.spotify.com/track/7fXFdLFsS1OBnu3XqZjU6r
Sent,"2025-07-09 16:24:45","dude i can’t believe i had never heard this before you told me about it"
Sent,"2025-07-09 16:25:04","what a foookin JAM"
Received,"2025-07-09 16:35:38","￼Trust y’boy… I got great taste lol"
Sent,"2025-07-09 16:39:43","two things"
Sent,"2025-07-09 16:39:55","first of all -"
Sent,"2025-07-09 16:39:58",https://open.spotify.com/playlist/6Fc1FRckZqBe7kduUSeBV3?si=0HLiaGGMQSODJd9uGSgfTQ
Sent,"2025-07-09 16:40:16","that’s the more finished version of what i showed you before"
Sent,"2025-07-09 16:52:34","and two - i’m forcing myself to finally start doing the thing i’ve been talking/thinking about for like a decade and starting to do some podcasting"
Sent,"2025-07-09 16:53:58","i know you’re not super politically engaged but if you have any interest in doing something like that, it’s going to be a super open-ended thing until i figure it out so "
Received,"2025-07-09 17:43:33","Liked “that’s the more finished version of what i showed you before”"
Received,"2025-07-09 17:43:35","Liked “https://open.spotify.com/playlist/6Fc1FRckZqBe7kdu…”"
Received,"2025-07-09 17:44:17","Ive been attempting a podcast for awhile. 
"
Sent,"2025-07-09 17:55:32","well if you have any interest in yapping about current events / culture stuff with me i’m literally just going to start doing it blind and flesh out the idea more along the way"
Received,"2025-07-09 17:56:49",Interesting
Sent,"2025-07-09 17:56:51","not explicitly political stuff, but it’s a pretty safe bet that when i get thrown in the mix it only takes about 30 seconds before i find some thread that lets me turn the discussion into politics"
Sent,"2025-07-09 17:57:35","and my friend who is kinda workin on me with it is like - well he’s like a nazi shitbag groyper"
Sent,"2025-07-09 17:58:05","one of those “look how edgy i am” 4chan ghouls"
Sent,"2025-07-09 18:00:54","he got himself elected as treasurer of our student council in high school as joke and then got expelled for stealing most of the money he was looking after to buy drugs "
Sent,"2025-07-09 18:01:24","aka our type of people lol"
Received,"2025-07-10 13:53:39",https://open.spotify.com/track/2HlvgoS7CPvywqt4zHGsLg?si=DKzdkvEMSpyysZd64EiKkw
Received,"2025-07-10 14:14:28","We haven’t really spoke that much and Danielle. probably hasn’t told you a lot about me but. I am glad you’re around because I don’t have really any friends. All my friends are dead.
This whole process of making music . Was trying to feel something because to be honest with you I don’t feel anything anymore. 
I’m always sad. Sometimes it be nice to hang out with people, but. It’s like someone who hasn’t dated in a really long time. It’s been incredibly difficult to try and meet people that I can relate to. Which is crazy because I’m the most universal human in all topics. I don’t know. I’m just having a rough time recently and don’t know who to talk to to anymore. Danielle has been beside me, therapy is too expensive, music isnt saving me like it used to…"
Sent,"2025-07-10 20:56:26","first of all i thought about you (and ryan lisac) yesterday because i heard not one but fucking TWO taking back sunday songs that i had totally forgotten about and was like “holy fuck these are great songs”"
Sent,"2025-07-10 20:57:12","1. error operator
2. this photograph is proof 

which were both released as singles but i had just totally forgotten them"
Sent,"2025-07-10 20:58:45","and then it started to come back to me that i think i started reflexively disliking TBS because that was a top 3 danielle band and i couldn’t help but be contrarian and not like them specifically for that reason lol"
Sent,"2025-07-10 20:59:06","but more to the point "
Sent,"2025-07-10 20:59:48","there are precious few people around here that have the gift and curse we share"
Sent,"2025-07-10 21:00:00","…i mean let’s just call it what it is - functional autism lol"
Sent,"2025-07-10 21:00:23","i want you to try something."
Sent,"2025-07-10 21:01:55","if i give you a little primer on how to set up a really really good customized chatGPT alignment model would you do it?"
Sent,"2025-07-10 21:02:11","because i’ve been using that as free therapy and it’s insane how good it is."
Sent,"2025-07-10 21:04:58","like check this out - this is an analysis it did of my self-image/confidence systems"
Sent,"2025-07-10 21:05:05",https://chatgpt.com/s/t_6870630317848191a7b02bba86bdc177
Sent,"2025-07-10 21:06:35","here’s an analysis of my narcotics usage lol"
Sent,"2025-07-10 21:06:41",https://chatgpt.com/s/t_68706381019081919e394085fcd93ff2
Sent,"2025-07-10 21:10:17","dude it figured this out and it’s pretty simple but it’s fucking brilliant. i had never really put it together: 

“Using coke to kickstart tasks (vs reward for completing them) opens the door to parasitic dependence—energy borrowed against your own frontal lobe.

When you use coke to start tasks, you’re not just borrowing energy—you’re outsourcing agency. You’re letting the chemical make the first move for you. That’s not about dopamine—it’s about volition leakage.

How To Fix It AND Keep Getting High:

Hard rule. No matter how strong the urge—you must begin the task sober.

It rewires initiation to be your domain

It gives you clear feedback about what the task is and isn’t

It lets you evaluate whether the task itself has energy you can amplify

If you start clean, you can choose to spike.
If you start high, you’ve already forfeited the steering wheel.”

"
Received,"2025-07-11 14:10:51","￼Im attempting to figure out to make clearer screams. 
Its the 2nd in the Jimi Pop trilogy. 
I think I sent you the instrumentals. I don’t know if you heard them. But trying to create something very transgressive, but it’s Poppy lol. I don’t try to it just comes out of me so if I can make a band like pig destroyer, Dillinger escape plan, converge, misfits. Kind of accessible. I really work well in capitalizing on very niche things. 
I’m a big fan of the splatter punk genre of books. I want to use that in my art in a way."
Received,"2025-07-11 14:20:42","
Also, not to be cocky, but. I like the fact that I’m able to take genres and go wherever I want with it. And I think Pittsburgh deserves a musician or artist who represents that.
Sorry, but I think shit’s gay anymore. Even the newer bands, they’re just trying to do the same shit.
I choose to be different and this is what makes it hard. But I like to believe in my heart that someone might respect what I do and be influenced by me because I’m not the same four chord fuckers or nu metal chasers.
"
Sent,"2025-07-11 16:18:04","""Sorry, but I think shit’s gay anymore. Even the newer bands, they’re just trying to do the same shit.”

funny you say that because this is tied into a thought i had last night. 

what about this for a podcast topic: a broad discussion about the current music trends:  the ‘urbanization’ of all music and the death of rock and roll"
Sent,"2025-07-11 16:21:54","📈 THEN: Rock = The Center of Gravity (1963–2003)
From the Beatles onward, rock wasn't just a genre—it was the spine of Western popular music.

1960s–70s: Beatles, Stones, Zeppelin, Hendrix, Pink Floyd—guitar gods were gods.

1980s: Even when pop and synth rose, guitar-driven bands like U2, Guns N' Roses, Metallica still ruled charts and minds.

1990s–early 2000s: Nirvana, Radiohead, Red Hot Chili Peppers, Blink-182, Muse, The White Stripes—rock diversified but stayed dominant, cool, youthful.

Even pop borrowed rock aesthetics—guitars in Britney songs, punk fashion in Avril, emo bleed into mainstream.

📉 NOW: Guitar = Historical Artifact (Post-2010+ Collapse)
Post-2010, guitar music doesn’t just decline—it gets shoved into irrelevance, like jazz in the ‘50s.

Billboard Hot 100: Between 2010 and 2023, rock acts accounted for less than 2% of year-end chart placements.

2024 U.S. streaming data: hip-hop/R&B = 341B streams, rock = 234B. That 107B gap is enormous.

Guitar representation: fewer than 10 of the top 200 Spotify tracks contain prominent guitar parts (Spotify Wrapped 2023 breakdowns)."
Sent,"2025-07-11 16:23:02","i think you would probably be the perfect person to make the case for “guitar music” still being important and relevant in culture for me to debate or discuss this with"
Sent,"2025-07-11 16:23:31","i mean you’d be 100% wrong and i’d eat your fucking lunch easily but i still think you would be the best person to make a compelling case "
Sent,"2025-07-11 16:24:09","— AND ALSO"
Sent,"2025-07-11 16:27:18","i know exactly what you’re saying about having different/eclectic/sophisticated taste….but i’m going to make it my mission to convince you that it’s way more fun to completely skip trying to explain or convince normies that there’s merit in that and lean in HARD to the ‘too cool for the room’ thing "
Sent,"2025-07-11 16:29:57","YOU KNOW that you have better music taste than literally 99% of people you’ve ever come into contact with, yes?"
Sent,"2025-07-11 17:18:49","okay i have something for you"
Sent,"2025-07-11 17:23:00","￼"
Sent,"2025-07-11 17:27:11","i sent that to danielle too because she will be able to gauge how accurate it is better than anyone else from being around you"
Received,"2025-07-11 17:30:54","Questioned an attachment"
Received,"2025-07-11 17:30:57","Questioned “i sent that to danielle too because she will be able to gauge how accurate it is better than anyone else from being around you”"
Sent,"2025-07-11 17:33:20","i copy pasted our text log into chat gpt, gave it links to your interviews and music and told it to analyze you"
Received,"2025-07-11 17:35:11","OK, you can quit MASS texting me. "
Sent,"2025-07-11 17:40:59","i mean i’m a fragmented writer and i prefer getting chunks rather than walls of text but admittedly i don’t have noti’s on and shit so it’s probably a bit much…unfortunately my dude, like you…i is who  i is…if the worst thing i do to people is overzealous texting i’ll feel pretty good about myself i guess"
Received,"2025-07-18 13:42:49","I think we should talk in person "
Received,"2025-07-18 13:43:08","Whats tonight look like?"
Received,"2025-07-18 14:05:28",https://open.spotify.com/track/60r0mEqH580d1kYWGeEpwM?si=HJfPAjYsTA6f3ebQ-OJnkg
Received,"2025-07-18 14:07:59",https://open.spotify.com/track/4Iv2jOCKQakC3YWhijrRKK?si=_cg2Z9jJRQq396CXOO63ew
Received,"2025-07-18 14:07:59","But im more tjis these days"
Received,"2025-07-18 14:08:13","Edited to “But im more this these days”"
Received,"2025-07-18 15:39:51","Time sensitive question"
Received,"2025-07-21 14:01:44","￼What can you do with this? Sweetheart "
Received,"2025-07-21 14:02:16","Can you AI something around it?"
Received,"2025-07-21 14:02:20",Xoxo
Received,"2025-07-21 14:18:45","Against everyone’s opinions, including your own… whats sick…. I see something in you. An unbridled organic you choose to snuff as a comfort blanket. My brother with love i wanted to kiss your cheek and say its okay yoyre just scared. 
I get it. I was there… whats sick and sad… with your potential. Id pull you off a hearse to help me change music. Create a new lane. To innovate. 
You went to school to find somebody like me … now what are you gonna do about it? "
Received,"2025-08-14 18:03:15","￼Rough"
Received,"2025-08-14 18:04:54","I’m hoping you grab something nostalgic in everybody"
Sent,"2025-08-14 18:06:24","what’s the bpm on this?"
Sent,"2025-08-14 18:06:49","hold on"
Received,"2025-08-14 18:07:22","It switches"
Received,"2025-08-14 18:07:43","I was trying to keep my guitar at a D&B tempo"
Sent,"2025-08-14 18:13:34","it’s keyed in c#m right?"
Sent,"2025-08-14 18:24:59","it’s good but it is missing something important - i’m gonna send you a video that you must watch, the video is about more than dubstep:"
Sent,"2025-08-14 18:25:04",https://www.youtube.com/watch?v=vMRUUnQz5P4&t=441s
Received,"2025-08-17 19:48:10",https://youtube.com/shorts/h57UhBjfM4M?si=BIf8AyktrVYNKJox
Sent,"2025-08-22 14:52:14",https://www.youtube.com/watch?v=vIcVPPOB8TQ
Sent,"2025-08-22 14:52:15",jesu
Sent,"2025-08-22 14:52:15"," dude yo"
Sent,"2025-08-22 14:52:15",were
Sent,"2025-08-22 14:52:16",y
Sent,"2025-08-22 14:52:16","ou we"
Sent,"2025-08-22 14:52:51","whoa sorry my laptop sperg’d out ther

**jesus dude you weren’t joking about the roblox stuff"
Received,"2025-08-22 15:45:08","Nope, been following this story a min"
Received,"2025-08-22 15:45:19","The rabbit hole is deep man"
Sent,"2025-08-23 07:12:11","well you called this story blowing up before it really hit the fan. the new salvia erik video is talking about it now lol"
Sent,"2025-08-23 07:12:18",https://www.youtube.com/watch?v=ROG5V0tSuA0
Sent,"2025-08-23 07:24:32","so wait did YOU hear about this happening from the YouTube drama popping off or is it actually so fucking pervasive for people to try to make the roblox OOF sound with kids in game that you found out through proximity to your children playing the game? good lord i hope it's the first one lol"
Received,"2025-08-23 08:15:02","We dont play roblox. Dan, im a parent. Which means ME having to be interested in shit im not typically. Because predators lurk everywhere."
Received,"2025-08-23 08:20:49",https://youtu.be/e1ztmLxSQNM
Received,"2025-08-23 08:20:49","This book BROKE me. As an abuse survivor, as a father.. transgressive in content. Really does shine a light on who these people are. How they operate, ect. I will NEVER read that book again but its subject matter stuck with me. 

Werewolves & Vampires are fiction…. But…. There TRULY are monsters out there. They look unassuming and ordinary. Work in certain places to get particular access.

To BEWARE is to BE AWARE of who and whats going on! "
Sent,"2025-08-23 08:40:29","I mean I  have and still do play a LOT of online games and this has never been a 'thing' like this, I'm super involved in several custom game servers in fortnite which is also ostensibly a game with a majority kid playerbase  and this is super not handled like this. which is why I was so curious about you calling it like 2 weeks before these videos started breaking a few million view.

yeah that was the crux of that internet comment history video lol"
Received,"2025-08-23 08:41:17","Danielle will tell you. Sometimes I say the most outrageous things that could not be believed, and they turned out to be true."
Sent,"2025-08-23 08:41:38","no i don’t think it was ridiculous i think you just saw what was happening"
Received,"2025-08-23 08:41:52","I mean, yeah man things that we evolved from I got candy and a puppy in a van. Do you want to pet it?"
Received,"2025-08-23 08:42:03","Edited to “I mean, yeah man things that evolved from I got candy and a puppy in a van. Do you want to pet it?”"
Received,"2025-08-23 08:42:13","Now it’s hey, I have online money. Do you wanna meet somewhere?"
Received,"2025-08-23 08:42:29","Everything‘s going to shit I just happened to see the forest for the trees sometimes that’s all"
Received,"2025-08-23 08:43:20","Also, this will help you a lot in life. To understand another human ask yourself “why + how = who”. 
I’m usually never wrong when I asked myself that question helps weed out the bullshit "
Sent,"2025-08-23 08:43:26","it was more a comment about how fucking toxic that game must be than it was a “wtf” about the assertion you made. Also i had to stop reading when i saw that the author of that book chose Jon Athan as his pseudonym. My brother in christ it’s an abuse book save the quippy names for something a little lighter lol"
Received,"2025-08-23 08:43:35","Laughed at “it was more a comment about how fucking toxic that game must be than it was a “wtf” about the assertion you made. Also i had to stop reading when i saw that the author of that book chose Jon Athan as his pseudonym. My brother in christ it’s an abuse book save the quippy names for something a little lighter lol”"
Received,"2025-08-23 08:44:30","I know. Like I said, not a fan of the book it was interesting but. Kind of like watching a Serbian film. I asked myself to people actually rewatch this shit or reread certain shit you know. "
Received,"2025-08-23 08:44:42","Edited to “I know. Like I said, not a fan of the book it was interesting but. Kind of like watching a Serbian film. I asked myself do people actually rewatch this shit or reread certain shit you know. ”"
Received,"2025-08-23 16:58:08","I have an office at our place right now. If we can get a podcast idea that could be off the ground. 
I have two condensed microphones. We have laptops. I’m quite a character.
There are topics that are worth exploring. 
Merch, brand marketing, investing rather than spending (retirement), tik tok shorts.
Ive got an idea if youd want to be on board. Life is short. 
That MCR show changed my outlook on everything. Music, people, culture… good and bad. "
Received,"2025-08-23 16:58:58",https://youtube.com/@thepunkrockmba?si=Wmjcms8oP_YpIlPW
Received,"2025-08-23 16:58:59","He created a template that could be exploited because he literally was in this just to cash out too, so I don’t know. Do your research on him. Maybe we can think of something I do have a concept in mind. "
Received,"2025-08-23 17:14:10","You were great at editing and obsessing over little tidbits of things and I’m great at coming up with concepts and topics and trying to have a finger on the pulse with certain things not everything especially not politics but how politics moves the culture yeah how it makes music literature, comic books, and films different yeah I get it and I’m articulate it in a way that’s not manure on YouTube"
Sent,"2025-08-23 17:38:38","yeah i’ve seen a bunch of his videos before and they’ve all been super good"
Sent,"2025-08-23 17:40:49","((( may i point out that the politics on that channel are exlusively far-left populist just like literally all actual punk rock that isn’t nazi skinhead fuck off nonsense)))"
Received,"2025-08-23 17:44:29","Liked “yeah i’ve seen a bunch of his videos before and they’ve all been super good”"
Received,"2025-08-23 17:47:25","But I’m saying what’s the point of introducing that and having a firm footing stance… the idea I’m trying to create a community isn’t to alienate. Culture can be discussed without bias"
Received,"2025-08-24 14:25:00","Honestly, after talking to somebody last night, who actually has a great social media presence. Able to interview people that I can’t gain access to. The market is oversaturated and doesn’t need nobody’s talking about politics. There are other things to talk about if you wanted to get something off the ground."
Received,"2025-09-04 11:48:30","￼"
Sent,"2025-09-18 13:26:41","Hey brother - I messaged Danielle about getting something from the dispo and she said you were in town. Let me know if you can make a run for me today and I’ll have a special treat for you if you can"
Sent,"2025-09-18 13:33:12","If it works out and you can do it I’ll be here all day so anytime that works for you."
Received,"2025-09-18 13:41:54","I just got out of my hair appointment. I’m stopping at the dispensary now. I’ll be able to get you something. How much are you playing with moneywise"
Received,"2025-09-18 13:43:19","I could grab a 35 bag or something"
Sent,"2025-09-18 13:54:25","Ahhhh fuck I thought it was 20"
Sent,"2025-09-18 13:54:44","I’ve got 20 here and I could give you the rest in other "
Sent,"2025-09-18 13:54:55","Or if you could get something smaller - whatever works for you"
Sent,"2025-09-18 13:55:20","Sorry suz told me it was $20 and I should know better than to trust her"
Sent,"2025-09-18 13:55:54","I’ve got 23 "
Sent,"2025-09-18 13:56:43","(And plenty of goodies - I’ll leave it up to you how you want to do it or if it’s too big of a hassle I totally understand)"
Received,"2025-09-18 14:00:18","I’m on my way. I got something. I’m in a rush. We’ll figure something out."
Sent,"2025-09-18 14:00:33","Thanks buddy"
Received,"2025-09-18 15:19:12","I left what you, gave me didn’t I?"
Received,"2025-09-18 15:19:16",Smmfh
Received,"2025-09-18 15:22:06","Can you lmk if i accidentally left it there"
Sent,"2025-09-18 15:39:01",Huh?
Sent,"2025-09-18 15:39:41","oh the small thing?"
Sent,"2025-09-18 15:39:53","I don’t see that or the money but let me know which I am looking for and I’ll search"
Sent,"2025-09-18 15:41:57","okay update"
Received,"2025-09-18 15:45:14","I dont have the “thing”"
Received,"2025-09-18 16:19:20","I have the 20 but i searched everywhere "
Received,"2025-09-19 12:01:18","￼Working on the lyrics, but the song is so relevant"
Received,"2025-09-19 12:05:49","￼This is the song I was working on, but I gotta get an acoustic guitar from Jerry. 
It’s a type of negative and Black Sabbath"
Received,"2025-09-19 12:11:00","“ your heroes are all full of shit, and I’m sick to death of it, I gave you something to believe but yinz pervert everything, you’ll make me the effigy, theres comfort in knowing when you lost the faith, it wasn’t because of me"
Received,"2025-09-19 14:27:08","Do you wanna like hang out tonight? I don’t know if you’re getting up to anything."
Sent,"2025-09-19 14:30:22","Yeah for sure. we can fuck around with that organ and maybe flesh out some ideas"
Sent,"2025-09-19 14:33:34","Do you have a computer keyboard"
Sent,"2025-09-19 14:34:01","Just like a simple USB keyboard - not like a piano keyboard, a QWERTY (letters) keyboard"
Received,"2025-09-19 15:09:43","Negative "
Received,"2025-09-19 15:10:24","What happened with annie?"
Sent,"2025-09-19 15:21:51","It has just kind of deteriorated since we got back from Nyc. I waited around for the momentum to change for a while now and it got to the point where there wasn’t much relationship left "
Sent,"2025-09-19 15:22:52","Admittedly I took the opportunity I had to get out while maintaining some confidence by jumping right from one situation to another lmao"
Sent,"2025-09-19 15:24:37","For real though it became SUPER clear how little Annie and I ever had in common. i just need 2 things: a girl who doesn’t want to drink at all and who will debate Israel Palestine with me lol"
Sent,"2025-09-19 15:35:56","But honestly we’ve essentially been separated since we got back, it was just cutting the cord"
Sent,"2025-09-19 17:38:57","What time do you want to hang"
Received,"2025-09-19 17:40:54","I think im gonna chill tonight with dee"
Sent,"2025-09-19 17:41:40","alright well if y ou change your mind all my peripheral plans fell through so I’ll be here by myself"
Sent,"2025-09-23 10:52:01","Are you around today? Any chance you’re going to be in Uniontown?"
Received,"2025-09-23 10:52:35","I mean maybe. Why whats up"
Sent,"2025-09-23 10:53:14","I need a dispo run, I can compensate you for the troubles if so."
Received,"2025-09-23 11:27:11","I wasnt planning on going to the dispensary. I still have that herb from last time. If youre in a pinch"
Received,"2025-09-23 11:31:27","I got a solid amount. I don’t know."
Received,"2025-09-23 11:31:33","But I gotta be at work at three so let me know soon"
Received,"2025-09-23 11:42:41","I mean if I leave now i can go to a dispensary "
Received,"2025-09-23 11:50:34",????
Sent,"2025-09-23 11:50:43","Let you know 30 seconds"
Sent,"2025-09-23 11:55:53","I don’t think she’s going to answer me in time and I don’t want to hold you up"
Received,"2025-09-23 11:56:58","What what do you need? You can handle it in your time but work with my time. Win-win."
Received,"2025-09-23 11:57:18","I can get it just let me know"
Sent,"2025-09-23 12:01:39","This girl is retarded she’s been looking at the fucking menu for 15 minutes"
Sent,"2025-09-23 12:02:22","give me one second. If you’re late or something tell me to fuck off please I do not want to mess up your timing my dude"
Received,"2025-09-23 12:02:55","No, I get it. I gotta stop and get gas. I’ll head down anyways bring you something in case."
Received,"2025-09-23 12:10:54","Tbh youd be helping me out too. I got a 16 and could use some pep in my step ydig"
Sent,"2025-09-23 12:11:33","I’m still waiting to hear back on that. What time do you start?"
Sent,"2025-09-23 12:11:42","actually I can get you one I think"
Received,"2025-09-23 12:11:55","I gotta be in Pitt by 3"
Sent,"2025-09-23 12:12:12","so wait would you be coming here JUST to go to the dispo"
Sent,"2025-09-23 12:12:16","If so you don’t have to do that "
Sent,"2025-09-23 12:12:21","I feel bad "
Received,"2025-09-23 12:14:07","Do you have any white pony?"
Received,"2025-09-23 12:14:16","If so, don’t feel bad you’d be helping me out"
