Direction,Date,Message
Sent,"2025-08-01 22:16:08","goodbye annie 

you will never know what it feels like to be hurt by someone you love at the lowest point in your life. i hope you can find someone who you wouldn’t even be able to do that to.
"
Sent,"2025-08-01 22:20:02","you just didn’t need to fucking cheat on me - it’s so fucking mean and you’re fully aware that cheating on me AGAIN when i already wanted to fucking die is literally putting my life at risk"
Sent,"2025-08-02 01:38:26","why did you need to hurt me like this - why? i never try to hurt you why would you do this to me i don’t want to do this anymore i have literally nothing and noone and you have just shattered me again for no reason 

i’ve loved you why can’t you see how fucking bad this hurts me "
Sent,"2025-08-02 01:50:18","i hope you get what you want"
Sent,"2025-08-02 01:50:24","i hope you have a nice life"
Sent,"2025-08-02 01:51:04","and i want you to know"
Sent,"2025-08-02 01:51:23","you are responsible for this. you could have broken up with me earlier. "
Sent,"2025-08-02 01:51:50","you wanted to completely ruin me and you got what you wanted"
Sent,"2025-08-02 01:52:31","i want you to know that you are not who you think you are. "
Sent,"2025-08-02 01:53:13","and i really do hope you can find happiness and peace. "
Sent,"2025-08-02 01:53:57","i hope you don’t make someone feel like this is what anyone who loved or cared about you would do"
Sent,"2025-08-02 01:55:11","i’ll never understand why you did this tonight and i don’t know what happens next for me but i know one thing"
Sent,"2025-08-02 01:55:54","i know - for a plain fact now - that there’s not love in your heart for me. "
Sent,"2025-08-02 01:57:14","it feels like getting stabbed in the fucking heart i hope you understand how it feels to keep going through this "
Sent,"2025-08-02 15:19:45","￼One more load to burn and I will finally have rid this place of anything that has ever come from you"
Sent,"2025-08-02 15:22:20","I guess it's better to get cheated on on Friday night cause you can just take care of the burning on Saturday"
Sent,"2025-08-02 15:35:58","maybe i can make you feel a little better"
Sent,"2025-08-02 15:37:22","you do not have to worry about me wanting to fuck you anymore - i honestly think you're pretty fucking gross - inside and out"
Sent,"2025-08-02 16:27:30","I need some idea of when you're gonna be ready he's waiting for you now is it gonna be 8 o'clock is it gonna be soon"
Received,"2025-08-02 16:28:04","I need $25 Dan. That’s what I’m waiting on"
Received,"2025-08-02 16:28:37","that’s why I asked if your mom could cover that and I’d get the cash to her "
Sent,"2025-08-02 16:28:58","I'm sorry are you seriously asking me to do you a favor like 12 hours after you cheat on me"
Received,"2025-08-02 16:29:56","I’ll fucking ask her then "
Sent,"2025-08-02 16:31:34","I'm sorry are you seriously asking my mother to do you a favor 12 hours after you cheat on me"
Sent,"2025-08-02 16:32:05","There's no way you are unaware of how scummy your behavior is right now"
Sent,"2025-08-02 16:35:45","it's real nice to no longer feel bothered by you ignoring me "
Sent,"2025-08-02 16:36:54","it’s trashy "
Sent,"2025-08-02 16:41:23","lol i am super glad you chose to do this with someone who is "
Sent,"2025-08-02 16:41:36","so atrocious and gross that i don’t really have to even feel bad"
Sent,"2025-08-02 16:41:58","i was worried you would cheat on me with someone that i would feel bad about myself"
Received,"2025-08-02 16:42:06","wtf are you even talking about Dan"
Received,"2025-08-02 16:42:09","Seriously "
Sent,"2025-08-02 16:43:06","you did me a big favor!"
Sent,"2025-08-02 16:43:56","i mean it’s sad that you’re kind of gross and shit now but i do appreciate you not adding insult to injury by cheating on me with someone better looking "
Received,"2025-08-02 16:44:17","WHO ARE YOU EVEN THINKING IM DOING ANYTHING WITH DAN. "
Received,"2025-08-02 16:44:25","BECAUSE IM NOT DOING SHIT "
Sent,"2025-08-02 16:44:41","okay that’s nice"
Sent,"2025-08-02 16:44:47","please - save your breath"
Received,"2025-08-02 16:44:53","Cool "
Sent,"2025-08-02 16:44:57","you have no idea just how little i believe anything you say"
Sent,"2025-08-02 16:45:16","or how little i want anything to do with you "
Sent,"2025-08-02 16:45:32","when are you going to have the money "
Sent,"2025-08-02 16:45:38","let’s get this over with"
Received,"2025-08-02 16:45:44","I asked your mom Dan. She said let me see. "
Sent,"2025-08-02 16:46:02","you know i always cover for you when you choose to treat me like shit"
Sent,"2025-08-02 16:46:12","but she got involved last night because she was expecting you to come over"
Sent,"2025-08-02 16:46:28","so…it’s probably time i tell her the rest of the story"
Sent,"2025-08-02 16:51:03","hey do you remember how many times you said EXACTLY THIS as you were cheating on me in new york??"
Received,"2025-08-02 17:18:28","Tell him to come now. "
Received,"2025-08-02 17:18:30","I’m ready "
Sent,"2025-08-02 17:19:19","you do not get to give me orders anymore."
Sent,"2025-08-02 17:19:25","bring me the money"
Sent,"2025-08-02 17:19:33","and i will get it as quickly as i can"
Received,"2025-08-02 17:22:25","Alright "
Received,"2025-08-02 17:31:44","On my way "
Sent,"2025-08-02 18:02:30","i don’t expect that you have any desire to keep this going any longer, but if you do i would highly suggest you have something compelling and sincere to say when you come back to get this."
Sent,"2025-08-02 18:06:39","again - i’m still living in fantasy land where you give a fuck about me or any of this but…
i want to be clear that unless you have it in you to be a real fucking person and talk to me, as well as convince me that…

..actually as i type that i realize how stupid i sound. 

forget it. if you cared, you’d figure this out yourself"
Sent,"2025-08-02 18:08:13","but we are going to figure out what the status of this is because i’m not going to live in limbo any longer."
Received,"2025-08-02 18:20:04","Okay… well Claire Garrett and the kids are here for dinner. "
Received,"2025-08-02 19:10:14","Do you know when. "
Sent,"2025-08-02 19:24:46",soon
Sent,"2025-08-02 19:39:11","it’s here"
Received,"2025-08-02 19:39:25","Ok I’ll come "
Received,"2025-08-02 19:53:03","Coming now "
Received,"2025-08-02 19:57:26","I’m here. "
Sent,"2025-08-02 20:17:40","it is fucking insane to be acting like you are and thinking that after 10 YEARS that you don’t even owe me a conversation?!"
Sent,"2025-08-02 20:18:57","emotional abuse to push me away. i don’t know what i did to deserve any of this"
Sent,"2025-08-02 20:20:01","i really don’t think you’ll end up getting a DUI soon. i feel pretty good that it will all be smooth sailing so don’t worry about that"
Sent,"2025-08-02 22:16:19","i hate you so fucking much - not for falling out of love with me...

for stringing me along and swearing, promising, committing to make an effort. 

making me look like a fucking stupid asshole to everyone…because THEY don’t know that you’ve been telling me that you absolutely are positively sure you want to be with me. 

and you won’t even tell me what the FUCK IS GOING ON "
Sent,"2025-08-02 22:16:33","what is wrong with you? "
Sent,"2025-08-03 01:23:56","i have nothing. i have NOONE. what you are doing - refusing to even talk to me or tell me what the fuck is going on...annie i am honestly so fucking confused and i am so upset that you did ALL of this by ignoring me and then framing that as me just being upset all of the time and looking for problems"
Sent,"2025-08-03 01:25:49","i don't know what i have left to do this anymore. i don't have any idea what is going on because you have given me no information and i am just - "
Sent,"2025-08-03 01:27:06","you can not do this after all this time you can't just ask someone to ASSUME that their 10 year relationship is over without saying anything to them or letting them know definitively"
Sent,"2025-08-03 01:29:18","i want to die. i'm not making a threat, but i am so fucking confused and scared and angry and all i asked of you was to treat me like i matter to you. i don't think i will ever be able to feel happy ever again - i feel so fucking manipulated and unfairly treated"
Sent,"2025-08-03 03:21:40","i need you to call me in the morning i am having fucking panic attacks i don't have anyone else annie.

i have no fucking idea what is going on, why you’re doing this and why you have nothing at all to say to me after what you are doing. I am here because you told me over and over and over and over that this is what you wanted. i don’t know what to do i am collapsing and i need to know what you want "
Sent,"2025-08-03 03:22:34","soplease. call me i am literally collapsing here because of what you are doing"
Sent,"2025-08-03 03:22:38",please
Sent,"2025-08-03 03:24:54","you asked me so many times for unconditional love. 

this is what unconditional love looks like - i will go away if you don’t want me anymore. but you keep telling me you want to be together so i have stayed.

does that make sense? i am doing the thing you told me to do and you are torturing me for it"
Sent,"2025-08-03 03:34:06","annie you have been EVERYTHING to me and i have never given you a reason to think i don’t fucking cherish everything about you..

and all i want from you is to like - go back to acting like my girlfriend. you don’t seem to get how fucking confusing it is to keep hearing that you are sure this is what you want and then you treat me like you think i’m fucking scum. then you tell me you want this."
Sent,"2025-08-03 03:36:42","i would do literally anything to save this. you are the best and i love you so much that i don’t know what i would do if you arereally going to do this to me after all that i have done to show you that i am never going to be able to get over how little sense any of this makes and "
Received,"2025-08-03 13:40:01","Are you alright Dan. "
Received,"2025-08-03 15:05:02","Well I know you probably hate me and want nothing to do with me. But I have sixty if you wanted to tell him. If not I understand "
Sent,"2025-08-03 15:16:19","my mom just told me your dad is coming over her"
Sent,"2025-08-03 15:16:32","i do not know "
Sent,"2025-08-03 15:16:37","if i am supposed to be "
Sent,"2025-08-03 15:16:55","you know what nevermind"
Sent,"2025-08-03 15:16:59","i’ll get you your shit"
Sent,"2025-08-03 15:17:26","the fact that you are breaking up with me by slow walking this "
Sent,"2025-08-03 15:17:36","is truly some of the most reprehensible shit ever"
Sent,"2025-08-03 15:17:44","you can’t just fucking say it"
Received,"2025-08-03 15:20:35","I don’t think they are right now "
Received,"2025-08-03 15:20:56","I think they are going on a bike ride"
Sent,"2025-08-03 15:27:04","i need your money "
Received,"2025-08-03 15:30:44","Alright Dan.. hang on "
Sent,"2025-08-03 15:32:10","stop talking to me like that"
Sent,"2025-08-03 15:32:17","if you can’t even fucking tell me if we’re together or not\"
Received,"2025-08-03 15:32:20",Ok
Received,"2025-08-03 15:39:11","On my way "
Received,"2025-08-03 17:31:44","Sorry my parents didn’t tell me they were going to get that dresser. "
Received,"2025-08-03 17:31:51","Did you hear anything back yet "
Sent,"2025-08-03 17:34:20",no.
Received,"2025-08-03 19:06:46",?
Sent,"2025-08-03 19:10:10","he hasn’t messaged her back yet"
Sent,"2025-08-03 19:15:45","alright she talked to him. "
Sent,"2025-08-03 19:15:57","it will be a little bit"
Received,"2025-08-03 19:17:12","Thank you "
Received,"2025-08-03 20:28:36","Any update?"
Sent,"2025-08-03 20:29:24","he’s here now"
Sent,"2025-08-03 20:29:27","give me a minute"
Sent,"2025-08-03 20:29:30","i’m talking to him about something"
Received,"2025-08-03 20:29:57","Alright.. well can I come over "
Received,"2025-08-03 20:30:16","Before it gets any later. I gotta be up early. "
Received,"2025-08-03 20:33:27","I’m leaving. "
Sent,"2025-08-03 20:35:01",ok
Received,"2025-08-03 21:09:24","Made it home "
Sent,"2025-08-03 21:13:23","thank you."
Sent,"2025-08-03 21:18:04","i miss you so much and i want you to know that i really do love you more than anything in the world.

you’re the only real friend i’ve ever had and you are so important to me that as long as you still love me and want me, there’s nothing that i wouldn’t do to keep you as my girlfriend, family, soulmate, my best friend."
Sent,"2025-08-03 21:19:50","if you don’t want that anymore, i will respect that. i don’t want to chase someone who doesn’t want me.

but this really is UNCONDITIONAL love for me. and i just don’t know how to change that unless you tell me that you don’t want me "
Sent,"2025-08-03 21:21:34","that’s all. i promise. 

i’ll talk to you tomorrow. i love you so much and if you want to make this work, if you want things to be better or different or new…we can overcome another challenge, just like we’ve done before.

goodnight"
Received,"2025-08-03 21:25:37","Dan I do love you. I miss being with you. I’m sorry I am so scattered and mentally fucked up. I just want everything to be okay again. I’m sorry I will be over tomorrow. I love you."
Sent,"2025-08-03 21:28:13","￼We've always beaten the odds before there's nothing stopping us now"
Sent,"2025-08-04 03:23:45","annie know i don’t deserve you, i really don't...but you are my soulmate and my best friend and i am so scared that you don't want to be with me anymore.
 
please don’t forget how special this is.
i love you so much forever, always and unconditionally. no matter what. "
Sent,"2025-08-04 03:38:52","i’m gonna be able to make sure you get extra tomorrow. you’ll be happy."
Received,"2025-08-04 11:30:05","I will try to get her to write the check before she lays down for her nap. "
Sent,"2025-08-04 11:31:33",pk
Sent,"2025-08-04 11:31:47","i feel terrible"
Sent,"2025-08-04 11:31:55","i need to go pick up tha sub asap"
Received,"2025-08-04 11:31:55","What’s wrong "
Received,"2025-08-04 11:32:03","oh yeah that’s right "
Received,"2025-08-04 11:32:30","I’m sorry "
Sent,"2025-08-04 12:46:11","when coming"
Received,"2025-08-04 12:48:27","Going to get her ready for nap in a min and write check hopefully "
Received,"2025-08-04 13:05:05","Writing now "
Received,"2025-08-04 13:18:54","On the way to pnc"
Sent,"2025-08-04 13:21:36",ok
Received,"2025-08-04 13:23:38","Don’t hate me but I really can’t stay after I bring the money. Michelle came as I was walking out the door and she’s like why are you leaving you need to be here "
Sent,"2025-08-04 13:24:01","it’s ok"
Received,"2025-08-04 13:24:41","No it’s not "
Sent,"2025-08-04 13:25:51","am i going to be able to see you before you spend the night"
Received,"2025-08-04 13:26:22","Yes on my way "
Sent,"2025-08-04 13:59:03","i have it"
Sent,"2025-08-04 13:59:08","do you want to come pick it up"
Received,"2025-08-04 14:00:16","I will in a little bit before I wake her up. Michelle has me pissed off and she’s here. So once she leaves I’ll come by "
Sent,"2025-08-04 14:01:04","that’s fine i just wanted to make sure you knew"
Sent,"2025-08-04 14:04:28","i miss you "
Received,"2025-08-04 14:32:20","Well thank you. I miss you "
Received,"2025-08-04 14:32:25","Did you take some out for yourself "
Sent,"2025-08-04 14:34:05","No he's supposed to bring me something for myself and I'm gonna give you some of that when I get it and I see this evening"
Sent,"2025-08-04 14:34:38","Also I'm not trying to be weird or rude but I hope you understand it's weird for me to keep acting like I'm your boyfriend when you're not treating me like that"
Sent,"2025-08-04 14:34:48","So I don't feel right just taking stuff of yours"
Received,"2025-08-04 14:52:01","Take some Dan "
Received,"2025-08-04 14:52:18","I am still here at sugies "
Received,"2025-08-04 14:52:32","I’ll leave in a little "
Sent,"2025-08-04 15:03:58","i won’t bother you or make a big deal about it if you don’t want to but i am praying that you actually come spend just a little bit of time with me before you go over there tonight. if you don’t want me to talk about stuff, i won’t i promise."
Sent,"2025-08-04 15:06:48","i’m sorry i won’t say anything else. i really am trying to just shut my mouth and not bother you"
Sent,"2025-08-04 15:42:40","i have to go get the sub from tom"
Sent,"2025-08-04 15:42:49","i will leave it on the credenza and the door unlocked"
Received,"2025-08-04 15:47:58","Thank you I’m sorry I’m gonna head up in a min "
Sent,"2025-08-04 15:50:12","￼"
Sent,"2025-08-04 15:50:12","Under the dog harness"
Received,"2025-08-04 15:51:46","Thank you honey "
Received,"2025-08-04 15:51:51","Drive safe "
Received,"2025-08-04 16:22:25","Got it thank you "
Sent,"2025-08-04 17:22:52","i am back"
Received,"2025-08-04 17:56:21","Good good "
Received,"2025-08-04 17:56:40","I’m running back home to get dinner that my dad is making and bring it to Sugie "
Received,"2025-08-04 17:56:48","Then I will come "
Sent,"2025-08-04 18:10:12","okay i hope so.

if you don’t want to it’s okay though i understand"
Received,"2025-08-04 18:20:13","I do want to "
Received,"2025-08-04 18:20:32","I’m just annoyed today everything is taking longer than expected and just stupid"
Sent,"2025-08-04 18:28:07","i understand. i’m sorry."
Received,"2025-08-04 18:41:35","She’s eating now "
Received,"2025-08-04 18:41:39","I’m stressed "
Received,"2025-08-04 18:44:28","I’m trying here "
Sent,"2025-08-04 18:45:51","it’s okay i won’t make you upset or aggravated about it. 

i understand "
Sent,"2025-08-04 18:49:06","i just really miss you and i can't calm down or stop thinking about what i should be doing or how to make anything better"
Sent,"2025-08-04 18:52:15","but you don't need (or want) my problems stressing you out. you've got enough going on so all i can really do is just understand that i might not be playing the same role in your life anymore… 

i didn’t count on you actually coming anyways so it’s not a big deal  "
Sent,"2025-08-04 18:53:51","i’m sorry"
Sent,"2025-08-04 18:53:57","i didn’t mean that to sound shitty"
Sent,"2025-08-04 19:03:40","i will let you go 
i don’t want to bother you

i’m sorry for being like this. i will be here if you want to see me - i have weed and stuff too that i had got in case you came over. i’m sorry annie i know how unattractive it looks to be begging for you to love me or to let me be a part of your life everyday. "
Received,"2025-08-04 19:03:55","I’m cleaning up now "
Received,"2025-08-04 20:22:45","Sorry I am here "
Sent,"2025-08-04 20:24:43","you don’t have to apologize. thank you for coming to see me i have missed you so much that it was really good to be with you."
Received,"2025-08-04 20:29:36","I am sorry I couldn’t make it sooner. Hopefully tomorrow can be better"
Sent,"2025-08-04 20:30:29","and i’m sorry that i am this way, sincerely. 

i am really going to try not to bother you anymore about my stuff and feelings and just try to start writing."
Received,"2025-08-04 20:31:20","I told you don’t apologize for that "
Sent,"2025-08-04 20:31:39","it's just not good for me either. it will mean something different if i'm just journaling"
Received,"2025-08-04 20:31:40","Fyi  I am starting to get her ready for bed "
Received,"2025-08-04 20:32:07","Are you journaling your thoughts "
Sent,"2025-08-04 20:35:27","i'm just saying i am going to try to stop sending the texts that you have made clear you don't want to talk about"
Sent,"2025-08-04 20:36:02","i’ll be here but if i don’t hear from you goodnight and i love you"
Received,"2025-08-04 20:55:07","She wants me to file her toenails tomorrow morning 😭😭😭 I’m gonna cry"
Received,"2025-08-04 20:55:18","Doing exercises now "
Sent,"2025-08-04 20:55:42","what a weird time to excersize lol "
Received,"2025-08-04 20:55:55","Always "
Received,"2025-08-04 20:56:06","Just laying down leg exercises "
Received,"2025-08-04 20:56:08","And walking "
Sent,"2025-08-04 20:56:18","yeah she's got a very idiosyncratic kind of system for herself and i can respect that"
Received,"2025-08-04 21:26:08","￼￼Turkey vulture "
Sent,"2025-08-04 22:02:19","do you remember when you got attacked by that fucking crazy turkey"
Received,"2025-08-04 22:05:29",Me?!?
Sent,"2025-08-04 22:12:02","￼"
Sent,"2025-08-04 22:12:22","￼"
Sent,"2025-08-04 22:14:08","oh no sorry i didn’t mean to send more than once"
Sent,"2025-08-04 22:14:08","i was scrambling to put it together on the fly so"
Sent,"2025-08-04 22:16:54","￼"
Received,"2025-08-04 22:17:44","That never happened 😒"
Sent,"2025-08-04 22:19:43","i didn’t even send the good one :|"
Received,"2025-08-04 22:20:08","I don’t like dat"
Sent,"2025-08-04 22:20:11",https://www.hooktheory.com/theorytab/view/vangelis/chariots-of-fire
Sent,"2025-08-04 22:20:11",fukc
Sent,"2025-08-04 22:20:19",https://streamable.com/5jd35v
Sent,"2025-08-04 22:20:20","i’m a mess okay"
Received,"2025-08-04 22:20:44","wtf "
Sent,"2025-08-04 22:21:10","i know it was terrible we had to choke the turkey and kill it and we couldn’t even eat it"
Received,"2025-08-04 22:21:15","I don’t like dat"
Sent,"2025-08-04 22:22:08","i’m sorry i’ll stop 😟 "
Received,"2025-08-04 22:22:14","Scary "
Received,"2025-08-04 22:22:20","Nightmares "
Sent,"2025-08-04 22:23:06","i need to do something nice for milo"
Sent,"2025-08-04 22:24:05","he has been my little buddy recently and he literally wore himself out staying up to e with me"
Received,"2025-08-04 22:24:06","He wants a bed. "
Received,"2025-08-04 22:24:14","King bed "
Sent,"2025-08-04 22:24:27","yeah he would probably be into a bed"
Received,"2025-08-04 22:24:38","Yeah he told me "
Sent,"2025-08-04 22:26:15","he decorated that whole wall himself he was super specific about what he wanted"
Received,"2025-08-04 22:26:49","Oh yeah I’m sure "
Sent,"2025-08-04 22:29:26","i think i’m gonna let you go before i say the wrong thing or be stupid"
Sent,"2025-08-04 22:33:30","i love you, i love you more than i have words to describe.

i wish you knew how much your silence is leaving me confused and scared and completely unsure of what i’m supposed to feel.

i *really* am trying to not send you stuff about how my feelings or concerns, it’s just so hard because you are the only person i would want to tell that stuff to so it’s an adjustment"
Sent,"2025-08-04 22:35:32","i feel stupid idk i love you goodnight"
Received,"2025-08-04 22:44:31","I was in the bathroom with her I’m sorry.. but I am going to get ready for bed now.. gotta be up early with her. I promise to come over for longer tomorrow I’m sorry today was crappy. I love you Daniel"
Received,"2025-08-05 11:44:47","Good morning I’m about to get a shower and I’ll be over after. I am trying to get some money together to get sixty.. I have twenty so far. But i also gotta get money for gas. "
Sent,"2025-08-05 12:03:29","ok just let me know when you’re coming i guess"
Received,"2025-08-05 13:20:30","Sorry I’m coming "
Received,"2025-08-05 13:29:38","My dad had me waiting here for the plumber to look at the basement "
Received,"2025-08-05 13:45:10","Jesus Christ now I have to help my dad load a piece of furniture I’m going to kill myself "
Received,"2025-08-05 13:45:19","I’ll be over right after "
Received,"2025-08-05 13:45:45","Never mind he got it "
Sent,"2025-08-05 14:06:32","honestly it’s fine i don’t ever expect you’ll make it so it’s not a big deal"
Sent,"2025-08-05 15:20:08","annie please - i need to know if you ignoring me when i ask whether we are still together or not means that we aren’t"
Received,"2025-08-05 15:22:55","No dan I am
Not ignoring that "
Sent,"2025-08-05 15:23:16","????? what"
Received,"2025-08-05 15:24:25","You asked if I was Ignoring you when you ask me that Dan "
Sent,"2025-08-05 15:24:30","I AM ASKING"
Sent,"2025-08-05 15:24:33","IF WE ARE TOGETHER"
Received,"2025-08-05 15:24:35","I have to go pick up dinner at melonis "
Received,"2025-08-05 15:24:39","Yes Jesus Christ "
Received,"2025-08-05 15:24:50","I have fifty dollars. I dont know if that means anything"
Received,"2025-08-05 15:24:56","But whatever "
Sent,"2025-08-05 15:29:21","annie how are you even slightly upset with ME right now? 

i am here trying because you keep telling me that is what you want. 
i LOVE you and i am still here even as you continue to make sure i know you don’t feel the same about me anymore, even if you won’t say it"
Sent,"2025-08-05 15:29:31","i can not call until i get the money s"
Received,"2025-08-05 15:31:04","I do still feel the same way Dan "
Received,"2025-08-05 15:31:49","I will bring the money in a few minutes then go pick up dinner "
Received,"2025-08-05 15:36:57","Getting gas first. "
Received,"2025-08-05 15:45:55","Almost there "
Sent,"2025-08-05 16:35:57","i’m going to assume that the 15 minutes you were here was the amount of time i am going to be able to see you today and you’ll just swing through to pick this up"
Received,"2025-08-05 16:39:14","That was actually 45 min if you want to be exact "
Received,"2025-08-05 16:39:31","Got there just after 2  and left at 2:45."
Sent,"2025-08-05 16:39:35","what is WRONG WITH YOU"
Sent,"2025-08-05 16:39:37","holy fuck"
Received,"2025-08-05 16:39:37","But whatever. And no dan "
Sent,"2025-08-05 16:40:00","if you don't like me BREAK UP WITH ME"
Received,"2025-08-05 16:40:02","She and I are going to eat early tonight I guess since I had to pick up the food early"
Sent,"2025-08-05 16:40:10","i am here because you tell me you want me to be"
Received,"2025-08-05 16:40:15","Then I would come back over there after "
Sent,"2025-08-05 16:40:22",goodbye
Received,"2025-08-05 16:40:27","Dan seriously "
Received,"2025-08-05 16:40:49","Whatever. Did he come yet "
Sent,"2025-08-05 16:41:05","no he did not come yet i haven't even heard back"
Received,"2025-08-05 16:41:11","Alright. "
Sent,"2025-08-05 16:41:22","and i truly have no idea how you feel like you have any right to be so fucked up with me"
Sent,"2025-08-05 16:41:45","you haven’t addressed the 15 fucked up things i’m still waiting for any kind of help understanding or getting over or  "
Sent,"2025-08-05 16:48:29","you literally just don’t care. 

okay i’ll let you know when your drugs are here so you can swing by. 
"
Sent,"2025-08-05 17:16:06","sorry i decided not to bother you on the phone "
Sent,"2025-08-05 17:16:32","just - please stop telling me you have any desire to spend time together"
Sent,"2025-08-05 17:17:37","like it’s harder. i really feel fucking stupid and i’m now just chasing someone who doesn’t love me and who has moved on to someone else."
Sent,"2025-08-05 17:18:31","i guess you’re just entitled to cheat and do whatever you want now so - that’s where i am"
Received,"2025-08-05 17:42:53","At sugies  "
Received,"2025-08-05 17:44:44","Eating "
Received,"2025-08-05 17:44:47","I’ll be over "
Received,"2025-08-05 20:52:51","Im inside "
Received,"2025-08-05 20:53:05","Thank you again sorry I was cranky pants I slept really bad last night "
Received,"2025-08-05 20:53:31","So that hour and a half or whatever it was just now I really needed that "
Sent,"2025-08-05 21:19:49","you don’t have to apologize - i don’t care if you’re cranky or mean or make fun of me….
i just care that eggie is still here and still loves me"
Sent,"2025-08-05 21:22:54",https://streamable.com/6oxlsa
Sent,"2025-08-05 21:23:00","do you think sugie would like that"
Sent,"2025-08-05 21:23:27",https://streamable.com/zzkx2y
Received,"2025-08-05 21:23:29","She wouldn’t understand at this time lol maybe in the morning "
Sent,"2025-08-05 21:23:36","i was kidding lol"
Received,"2025-08-05 21:23:42","But it’s funny lol "
Sent,"2025-08-05 21:23:56","yeah i know i made it"
Received,"2025-08-05 22:02:16","I hope I sleep good tonight. Last night was horrible"
Sent,"2025-08-05 22:43:14","…i hope so"
Received,"2025-08-06 07:32:22","I am not well. I fell asleep instantly last night before I could even get my pajamas on. woke up at like 3 to get her to the bathroom. Then I tossed and turned until 7:00 head pounding I went to cry I am so tired"
Sent,"2025-08-06 07:32:48","what do you mean you’re not well though"
Sent,"2025-08-06 07:32:51","what’s wrong "
Received,"2025-08-06 07:33:20","My head "
Received,"2025-08-06 07:33:25","I’m so exhausted "
Received,"2025-08-06 07:33:34","I feel so shitty "
Received,"2025-08-06 07:33:43","why are you awake this early "
Received,"2025-08-06 07:34:12","I just feel like crap right now"
Sent,"2025-08-06 07:35:52","i haven’t really been sleeping much "
Sent,"2025-08-06 07:35:58","milo hates it"
Sent,"2025-08-06 07:36:19","i hope you feel better. "
